  -2.99000001     -0.999998629     -0.999977887     -0.999998629    
  -2.98000002     -0.999997139     -0.999976456     -0.999997139    
  -2.97000003     -0.999995589     -0.999974966     -0.999995589    
  -2.96000004     -0.999993920     -0.999973357     -0.999993920    
  -2.95000005     -0.999992132     -0.999971628     -0.999992132    
  -2.94000006     -0.999990284     -0.999969780     -0.999990284    
  -2.93000007     -0.999988317     -0.999967873     -0.999988317    
  -2.92000008     -0.999986231     -0.999965847     -0.999986231    
  -2.91000009     -0.999983966     -0.999963641     -0.999983966    
  -2.90000010     -0.999981582     -0.999961317     -0.999981582    
  -2.89000010     -0.999979079     -0.999958873     -0.999979079    
  -2.88000011     -0.999976397     -0.999956310     -0.999976397    
  -2.87000012     -0.999973595     -0.999953568     -0.999973595    
  -2.86000013     -0.999970615     -0.999950647     -0.999970615    
  -2.85000014     -0.999967456     -0.999947608     -0.999967456    
  -2.84000015     -0.999964118     -0.999944329     -0.999964118    
  -2.83000016     -0.999960601     -0.999940872     -0.999960601    
  -2.82000017     -0.999956846     -0.999937236     -0.999956846    
  -2.81000018     -0.999952853     -0.999933362     -0.999952853    
  -2.80000019     -0.999948680     -0.999929309     -0.999948680    
  -2.79000020     -0.999944210     -0.999924958     -0.999944210    
  -2.78000021     -0.999939501     -0.999920428     -0.999939501    
  -2.77000022     -0.999934554     -0.999915600     -0.999934554    
  -2.76000023     -0.999929309     -0.999910474     -0.999929309    
  -2.75000024     -0.999923766     -0.999905109     -0.999923766    
  -2.74000025     -0.999917924     -0.999899387     -0.999917924    
  -2.73000026     -0.999911726     -0.999893367     -0.999911726    
  -2.72000027     -0.999905169     -0.999886990     -0.999905169    
  -2.71000028     -0.999898255     -0.999880254     -0.999898255    
  -2.70000029     -0.999890983     -0.999873161     -0.999890983    
  -2.69000030     -0.999883294     -0.999865651     -0.999883294    
  -2.68000031     -0.999875188     -0.999857783     -0.999875188    
  -2.67000031     -0.999866605     -0.999849439     -0.999866605    
  -2.66000032     -0.999857545     -0.999840617     -0.999857545    
  -2.65000033     -0.999848008     -0.999831319     -0.999848008    
  -2.64000034     -0.999837935     -0.999821484     -0.999837935    
  -2.63000035     -0.999827325     -0.999811172     -0.999827325    
  -2.62000036     -0.999816120     -0.999800265     -0.999816120    
  -2.61000037     -0.999804318     -0.999788821     -0.999804318    
  -2.60000038     -0.999791920     -0.999776721     -0.999791920    
  -2.59000039     -0.999778867     -0.999763966     -0.999778867    
  -2.58000040     -0.999765098     -0.999750555     -0.999765098    
  -2.57000041     -0.999750614     -0.999736428     -0.999750614    
  -2.56000042     -0.999735355     -0.999721527     -0.999735355    
  -2.55000043     -0.999719262     -0.999705851     -0.999719262    
  -2.54000044     -0.999702334     -0.999689341     -0.999702334    
  -2.53000045     -0.999684513     -0.999671996     -0.999684513    
  -2.52000046     -0.999665797     -0.999653697     -0.999665797    
  -2.51000047     -0.999646068     -0.999634504     -0.999646068    
  -2.50000048     -0.999625325     -0.999614298     -0.999625325    
  -2.49000049     -0.999603570     -0.999593019     -0.999603570    
  -2.48000050     -0.999580681     -0.999570727     -0.999580681    
  -2.47000051     -0.999556601     -0.999547243     -0.999556601    
  -2.46000051     -0.999531329     -0.999522567     -0.999531329    
  -2.45000052     -0.999504745     -0.999496639     -0.999504745    
  -2.44000053     -0.999476850     -0.999469399     -0.999476850    
  -2.43000054     -0.999447525     -0.999440849     -0.999447525    
  -2.42000055     -0.999416769     -0.999410808     -0.999416769    
  -2.41000056     -0.999384463     -0.999379277     -0.999384463    
  -2.40000057     -0.999350548     -0.999346197     -0.999350548    
  -2.39000058     -0.999314964     -0.999311507     -0.999314964    
  -2.38000059     -0.999277651     -0.999275088     -0.999277651    
  -2.37000060     -0.999238551     -0.999236882     -0.999238551    
  -2.36000061     -0.999197543     -0.999196768     -0.999197543    
  -2.35000062     -0.999154508     -0.999154806     -0.999154508    
  -2.34000063     -0.999109447     -0.999110758     -0.999109447    
  -2.33000064     -0.999062181     -0.999064565     -0.999062181    
  -2.32000065     -0.999012649     -0.999016225     -0.999012649    
  -2.31000066     -0.998960793     -0.998965502     -0.998960793    
  -2.30000067     -0.998906493     -0.998912454     -0.998906493    
  -2.29000068     -0.998849630     -0.998856843     -0.998849630    
  -2.28000069     -0.998790085     -0.998798609     -0.998790085    
  -2.27000070     -0.998727739     -0.998737693     -0.998727739    
  -2.26000071     -0.998662472     -0.998673856     -0.998662472    
  -2.25000072     -0.998594224     -0.998607099     -0.998594224    
  -2.24000072     -0.998522818     -0.998537302     -0.998522818    
  -2.23000073     -0.998448133     -0.998464227     -0.998448133    
  -2.22000074     -0.998369992     -0.998387814     -0.998369992    
  -2.21000075     -0.998288333     -0.998307943     -0.998288333    
  -2.20000076     -0.998202980     -0.998224437     -0.998202980    
  -2.19000077     -0.998113751     -0.998137176     -0.998113751    
